# 2024-12-22 19:12:18 EET
NAnsw	File	Key	Quest	Discrepancies?	IdxCorrect	AnsKeys	Answers...
1	inputs/yaml/medicinal_chemistry_research.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:	DNA sequence data; RNA sequence data; Genome assembly data; Protein sequence data; Proteomics data; Genetic variation data; Functional genomics data; Macromolecular structure data; Gene expression data; Crystallographic data for small molecules
1	inputs/yaml/medicinal_chemistry_research.yaml	code_required:	13. Code sharing requirements	false		0:	Code sharing encouraged but optional.
1	inputs/yaml/medicinal_chemistry_research.yaml	code_reproducibility:	14. Code Reproducibility	false		0:	No mention of dependencies for research code.
1	inputs/yaml/medicinal_chemistry_research.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:	No mention of a persistent identifier or specifying a version of developed code.
1	inputs/yaml/medicinal_chemistry_research.yaml	code_quality:	16. Code Quality Standards	false		0:	The journal policies do not mention any code quality standards.
1	inputs/yaml/medicinal_chemistry_research.yaml	code_autotest:	17. Automatic Testing	false		0:	No mention of automatic testing to verify code functionality.
1	inputs/yaml/medicinal_chemistry_research.yaml	code_docs:	18. Code Documentation	false		0:	No mention of standards for code documentation.
1	inputs/yaml/medicinal_chemistry_research.yaml	code_linting:	19. Linting Standards	false		0:	No mention of linting standards for code.
1	inputs/yaml/medicinal_chemistry_research.yaml	code_development:	20. Code Development	false		0:	No mention of standards for code development such as continuous integration.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	rdp_exist:	1. Existence of research data policy	false		0:,1:,2:	Research Data Policy (RDP) exists.	Research Data Policy (RDP) exists.	Research Data Policy (RDP) exists.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	data_sharing:	3. Data sharing requirements in RDP	true	0	0:,1:,2:	Data sharing encouraged but optional.	Public data sharing of all data required.	Public data sharing of all data required.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:,1:,2:	Public data sharing on a FAIR repository not mentioned in RDP.	Public data sharing on a FAIR repository not mentioned in RDP.	Public data sharing on a FAIR repository not mentioned in RDP.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	data_availability:	2. Data availability statement	false		0:,1:,2:	Required according to the RDP.	Required according to the RDP.	Required according to the RDP.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	data_citability:	5. Citability and findability of data 	true	1	0:,1:,2:	DOIs or other persistent identifiers required for datasets or codes.	DOIs or other persistent identifiers recommended for datasets or codes.	DOIs or other persistent identifiers recommended for datasets or codes.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	data_timing:	7. Timing of data release	false		0:,1:,2:	Required data must be available prior to review process.	Required data must be available prior to review process.	Required data must be available prior to review process.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	data_sharing_method:	8. Recommended data sharing method	true	0	0:,1:,2:	Public online repositories recommended in RDP.	Multiple data sharing methods equally recommended in RDP.	Multiple data sharing methods equally recommended in RDP.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	data_licenses:	9. Recommended/required licenses	false		0:,1:,2:	No mention of data/code licenses in RDP.	No mention of data/code licenses in RDP.	No mention of data/code licenses in RDP.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	data_referee:	10. Referee guidelines concerning research data	true	0	0:,1:,2:	Data sharing policy mentioned in refereeing guidelines.	Data sharing policy not mentioned in refereeing guidelines.	Data sharing policy not mentioned in refereeing guidelines.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	true	1	0:,1:,2:	no text	none	none
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	true	1	0:,1:,2:	no text	none	none
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	code_required:	13. Code sharing requirements	false		0:,1:,2:	Code sharing not mentioned.	Code sharing not mentioned.	Code sharing not mentioned.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	code_reproducibility:	14. Code Reproducibility	false		0:,1:,2:	No mention of dependencies for research code.	No mention of dependencies for research code.	No mention of dependencies for research code.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:,1:,2:	No mention of a persistent identifier or specifying a version of developed code.	No mention of a persistent identifier or specifying a version of developed code.	No mention of a persistent identifier or specifying a version of developed code.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	code_quality:	16. Code Quality Standards	true	1	0:,1:,2:	The journal policies do not mention any code quality standards.	Not mention any code quality standards.	Not mention any code quality standards.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	code_autotest:	17. Automatic Testing	false		0:,1:,2:	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	code_docs:	18. Code Documentation	false		0:,1:,2:	No mention of standards for code documentation.	No mention of standards for code documentation.	No mention of standards for code documentation.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	code_linting:	19. Linting Standards	false		0:,1:,2:	No mention of linting standards for code.	No mention of linting standards for code.	No mention of linting standards for code.
3	inputs/yaml/mini-reviews_in_organic_chemistry.yaml	code_development:	20. Code Development	false		0:,1:,2:	No mention of standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	rdp_exist:	1. Existence of research data policy	false		0:,1:	Research Data Policy (RDP) does not exists.	Research Data Policy (RDP) does not exists.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	data_sharing:	3. Data sharing requirements in RDP	false		0:,1:	Data sharing only with editors and referees (no public sharing)	Data sharing only with editors and referees (no public sharing)
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:,1:	Public data sharing on a FAIR repository not mentioned in RDP.	Public data sharing on a FAIR repository not mentioned in RDP.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	data_availability:	2. Data availability statement	false		0:,1:	Not mentioned in the RDP.	Not mentioned in the RDP.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	data_citability:	5. Citability and findability of data 	false		0:,1:	No mention of DOIs or other persistent identifiers for datasets or codes.	No mention of DOIs or other persistent identifiers for datasets or codes.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	data_timing:	7. Timing of data release	false		0:,1:	Timing of data availability not adressed in RDP.	Timing of data availability not adressed in RDP.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	data_sharing_method:	8. Recommended data sharing method	false		0:,1:	No data sharing method recommended in RDP.	No data sharing method recommended in RDP.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	data_licenses:	9. Recommended/required licenses	false		0:,1:	No mention of data/code licenses in RDP.	No mention of data/code licenses in RDP.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	data_referee:	10. Referee guidelines concerning research data	false		0:,1:	Data sharing policy not mentioned in refereeing guidelines.	Data sharing policy not mentioned in refereeing guidelines.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:,1:	no text	no text
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:,1:	no text	no text
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	code_required:	13. Code sharing requirements	true	0	0:,1:	Code sharing not mentioned.	Code sharing encouraged but optional.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	code_reproducibility:	14. Code Reproducibility	false		0:,1:	No mention of dependencies for research code.	No mention of dependencies for research code.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:,1:	No mention of a persistent identifier or specifying a version of developed code.	No mention of a persistent identifier or specifying a version of developed code.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	code_quality:	16. Code Quality Standards	false		0:,1:	The journal policies do not mention any code quality standards.	The journal policies do not mention any code quality standards.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	code_autotest:	17. Automatic Testing	false		0:,1:	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	code_docs:	18. Code Documentation	false		0:,1:	No mention of standards for code documentation.	No mention of standards for code documentation.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	code_linting:	19. Linting Standards	false		0:,1:	No mention of linting standards for code.	No mention of linting standards for code.
2	inputs/yaml/molecular_crystals_and_liquid_crystals.yaml	code_development:	20. Code Development	false		0:,1:	No mention of standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.
2	inputs/yaml/molecular_physics.yaml	rdp_exist:	1. Existence of research data policy	false		0:,1:	Research Data Policy (RDP) exists.	Research Data Policy (RDP) exists.
2	inputs/yaml/molecular_physics.yaml	data_sharing:	3. Data sharing requirements in RDP	false		0:,1:	Data sharing encouraged but optional.	Data sharing encouraged but optional.
2	inputs/yaml/molecular_physics.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:,1:	Public data sharing on a FAIR repository encouraged.	Public data sharing on a FAIR repository encouraged.
2	inputs/yaml/molecular_physics.yaml	data_availability:	2. Data availability statement	false		0:,1:	Mentioned in the RDP but optional.	Mentioned in the RDP but optional.
2	inputs/yaml/molecular_physics.yaml	data_citability:	5. Citability and findability of data 	false		0:,1:	DOIs or other persistent identifiers recommended for datasets or codes.	DOIs or other persistent identifiers recommended for datasets or codes.
2	inputs/yaml/molecular_physics.yaml	data_timing:	7. Timing of data release	true	1	0:,1:	Required data must be available prior to official publication.	Required data must be available prior to review process.
2	inputs/yaml/molecular_physics.yaml	data_sharing_method:	8. Recommended data sharing method	false		0:,1:	Public online repositories recommended in RDP.	Public online repositories recommended in RDP.
2	inputs/yaml/molecular_physics.yaml	data_licenses:	9. Recommended/required licenses	false		0:,1:	No mention of data/code licenses in RDP.	No mention of data/code licenses in RDP.
2	inputs/yaml/molecular_physics.yaml	data_referee:	10. Referee guidelines concerning research data	false		0:,1:	Data sharing policy not mentioned in refereeing guidelines.	Data sharing policy not mentioned in refereeing guidelines.
2	inputs/yaml/molecular_physics.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:,1:	no text	no text
2	inputs/yaml/molecular_physics.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:,1:	no text	no text
2	inputs/yaml/molecular_physics.yaml	code_required:	13. Code sharing requirements	false		0:,1:	Code sharing encouraged but optional.	Code sharing encouraged but optional.
2	inputs/yaml/molecular_physics.yaml	code_reproducibility:	14. Code Reproducibility	false		0:,1:	No mention of dependencies for research code.	No mention of dependencies for research code.
2	inputs/yaml/molecular_physics.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:,1:	No mention of a persistent identifier or specifying a version of developed code.	No mention of a persistent identifier or specifying a version of developed code.
2	inputs/yaml/molecular_physics.yaml	code_quality:	16. Code Quality Standards	false		0:,1:	The journal policies do not mention any code quality standards.	The journal policies do not mention any code quality standards.
2	inputs/yaml/molecular_physics.yaml	code_autotest:	17. Automatic Testing	false		0:,1:	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.
2	inputs/yaml/molecular_physics.yaml	code_docs:	18. Code Documentation	false		0:,1:	No mention of standards for code documentation.	No mention of standards for code documentation.
2	inputs/yaml/molecular_physics.yaml	code_linting:	19. Linting Standards	false		0:,1:	No mention of linting standards for code.	No mention of linting standards for code.
2	inputs/yaml/molecular_physics.yaml	code_development:	20. Code Development	false		0:,1:	No mention of standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.
1	inputs/yaml/nano-micro_letters.yaml	rdp_exist:	1. Existence of research data policy	false		0:	Research Data Policy (RDP) exists.
1	inputs/yaml/nano-micro_letters.yaml	data_sharing:	3. Data sharing requirements in RDP	false		0:	Public data sharing required only for specific types of data.
1	inputs/yaml/nano-micro_letters.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:	Public data sharing on a FAIR repository required only for specific types of data (e.g. genetic data has to be shared on a FAIR repository but no other data).
1	inputs/yaml/nano-micro_letters.yaml	data_availability:	2. Data availability statement	false		0:	Mentioned in the RDP but optional.
1	inputs/yaml/nano-micro_letters.yaml	data_citability:	5. Citability and findability of data 	false		0:	DOIs or other persistent identifiers recommended for datasets or codes.
1	inputs/yaml/nano-micro_letters.yaml	data_timing:	7. Timing of data release	false		0:	Required data must be available prior to official publication.
1	inputs/yaml/nano-micro_letters.yaml	data_sharing_method:	8. Recommended data sharing method	false		0:	Public online repositories recommended in RDP.
1	inputs/yaml/nano-micro_letters.yaml	data_licenses:	9. Recommended/required licenses	false		0:	No mention of data/code licenses in RDP.
1	inputs/yaml/nano-micro_letters.yaml	data_referee:	10. Referee guidelines concerning research data	false		0:	Data sharing policy mentioned in refereeing guidelines.
1	inputs/yaml/nano-micro_letters.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:	.nan
1	inputs/yaml/nano-micro_letters.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:	DNA sequence data; RNA sequence data; Genome assembly data; Protein sequence data; Proteomics data; Genetic variation data; Functional genomics data; Macromolecular structure data; Gene expression data; Crystallographic data for small molecules
1	inputs/yaml/nano-micro_letters.yaml	code_required:	13. Code sharing requirements	false		0:	Code sharing encouraged but optional.
1	inputs/yaml/nano-micro_letters.yaml	code_reproducibility:	14. Code Reproducibility	false		0:	No mention of dependencies for research code.
1	inputs/yaml/nano-micro_letters.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:	No mention of a persistent identifier or specifying a version of developed code.
1	inputs/yaml/nano-micro_letters.yaml	code_quality:	16. Code Quality Standards	false		0:	The journal policies do not mention any code quality standards.
1	inputs/yaml/nano-micro_letters.yaml	code_autotest:	17. Automatic Testing	false		0:	No mention of automatic testing to verify code functionality.
1	inputs/yaml/nano-micro_letters.yaml	code_docs:	18. Code Documentation	false		0:	No mention of standards for code documentation.
1	inputs/yaml/nano-micro_letters.yaml	code_linting:	19. Linting Standards	false		0:	No mention of linting standards for code.
1	inputs/yaml/nano-micro_letters.yaml	code_development:	20. Code Development	false		0:	No mention of standards for code development such as continuous integration.
2	inputs/yaml/nanotechnology.yaml	rdp_exist:	1. Existence of research data policy	false		0:,1:	Research Data Policy (RDP) exists.	Research Data Policy (RDP) exists.
2	inputs/yaml/nanotechnology.yaml	data_sharing:	3. Data sharing requirements in RDP	false		0:,1:	Data sharing encouraged but optional.	Data sharing encouraged but optional.
2	inputs/yaml/nanotechnology.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:,1:	Public data sharing on a FAIR repository encouraged.	Public data sharing on a FAIR repository encouraged.
2	inputs/yaml/nanotechnology.yaml	data_availability:	2. Data availability statement	false		0:,1:	Required according to the RDP.	Required according to the RDP.
2	inputs/yaml/nanotechnology.yaml	data_citability:	5. Citability and findability of data 	false		0:,1:	DOIs or other persistent identifiers recommended for datasets or codes.	DOIs or other persistent identifiers recommended for datasets or codes.
2	inputs/yaml/nanotechnology.yaml	data_timing:	7. Timing of data release	true	0	0:,1:	Required data must be available prior to official publication.	Required data must be available after official publication.
2	inputs/yaml/nanotechnology.yaml	data_sharing_method:	8. Recommended data sharing method	false		0:,1:	Public online repositories recommended in RDP.	Public online repositories recommended in RDP.
2	inputs/yaml/nanotechnology.yaml	data_licenses:	9. Recommended/required licenses	false		0:,1:	Explicit mention of a certain license/license type in RDP.	Explicit mention of a certain license/license type in RDP.
2	inputs/yaml/nanotechnology.yaml	data_referee:	10. Referee guidelines concerning research data	false		0:,1:	Data sharing policy not mentioned in refereeing guidelines.	Data sharing policy not mentioned in refereeing guidelines.
2	inputs/yaml/nanotechnology.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false	0	0:,1:	.nan	no text
2	inputs/yaml/nanotechnology.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false	0	0:,1:	.nan	no text
2	inputs/yaml/nanotechnology.yaml	code_required:	13. Code sharing requirements	false		0:,1:	Code sharing encouraged but optional.	Code sharing encouraged but optional.
2	inputs/yaml/nanotechnology.yaml	code_reproducibility:	14. Code Reproducibility	false		0:,1:	No mention of dependencies for research code.	No mention of dependencies for research code.
2	inputs/yaml/nanotechnology.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:,1:	Journal policies encourage/recommend a persistent identifier or specifying a version of developed code.	Journal policies encourage/recommend a persistent identifier or specifying a version of developed code.
2	inputs/yaml/nanotechnology.yaml	code_quality:	16. Code Quality Standards	false		0:,1:	The journal policies do not mention any code quality standards.	The journal policies do not mention any code quality standards.
2	inputs/yaml/nanotechnology.yaml	code_autotest:	17. Automatic Testing	false		0:,1:	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.
2	inputs/yaml/nanotechnology.yaml	code_docs:	18. Code Documentation	false		0:,1:	No mention of standards for code documentation.	No mention of standards for code documentation.
2	inputs/yaml/nanotechnology.yaml	code_linting:	19. Linting Standards	false		0:,1:	No mention of linting standards for code.	No mention of linting standards for code.
2	inputs/yaml/nanotechnology.yaml	code_development:	20. Code Development	true	1	0:,1:	The journal policies encourage/recommend standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.
2	inputs/yaml/nanotoxicology.yaml	rdp_exist:	1. Existence of research data policy	false		0:,1:	Research Data Policy (RDP) exists.	Research Data Policy (RDP) exists.
2	inputs/yaml/nanotoxicology.yaml	data_sharing:	3. Data sharing requirements in RDP	false		0:,1:	Data sharing required but not publicly (e.g. available upon request is allowed).	Data sharing required but not publicly (e.g. available upon request is allowed).
2	inputs/yaml/nanotoxicology.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:,1:	Public data sharing on a FAIR repository encouraged.	Public data sharing on a FAIR repository encouraged.
2	inputs/yaml/nanotoxicology.yaml	data_availability:	2. Data availability statement	false		0:,1:	Required according to the RDP.	Required according to the RDP.
2	inputs/yaml/nanotoxicology.yaml	data_citability:	5. Citability and findability of data 	false		0:,1:	DOIs or other persistent identifiers recommended for datasets or codes.	DOIs or other persistent identifiers recommended for datasets or codes.
2	inputs/yaml/nanotoxicology.yaml	data_timing:	7. Timing of data release	false		0:,1:	Required data must be available prior to review process.	Required data must be available prior to review process.
2	inputs/yaml/nanotoxicology.yaml	data_sharing_method:	8. Recommended data sharing method	true	1	0:,1:	Public online repositories recommended in RDP.	Data is shared upon request to authors in RDP.
2	inputs/yaml/nanotoxicology.yaml	data_licenses:	9. Recommended/required licenses	false		0:,1:	No mention of data/code licenses in RDP.	No mention of data/code licenses in RDP.
2	inputs/yaml/nanotoxicology.yaml	data_referee:	10. Referee guidelines concerning research data	true	0	0:,1:	Data sharing policy mentioned in refereeing guidelines.	Data sharing policy not mentioned in refereeing guidelines.
2	inputs/yaml/nanotoxicology.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:,1:	no text	no text
2	inputs/yaml/nanotoxicology.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:,1:	no text	no text
2	inputs/yaml/nanotoxicology.yaml	code_required:	13. Code sharing requirements	true	1	0:,1:	Code sharing not mentioned.	Code sharing encouraged but optional.
2	inputs/yaml/nanotoxicology.yaml	code_reproducibility:	14. Code Reproducibility	false		0:,1:	No mention of dependencies for research code.	No mention of dependencies for research code.
2	inputs/yaml/nanotoxicology.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:,1:	No mention of a persistent identifier or specifying a version of developed code.	No mention of a persistent identifier or specifying a version of developed code.
2	inputs/yaml/nanotoxicology.yaml	code_quality:	16. Code Quality Standards	false		0:,1:	The journal policies do not mention any code quality standards.	The journal policies do not mention any code quality standards.
2	inputs/yaml/nanotoxicology.yaml	code_autotest:	17. Automatic Testing	false		0:,1:	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.
2	inputs/yaml/nanotoxicology.yaml	code_docs:	18. Code Documentation	false		0:,1:	No mention of standards for code documentation.	No mention of standards for code documentation.
2	inputs/yaml/nanotoxicology.yaml	code_linting:	19. Linting Standards	false		0:,1:	No mention of linting standards for code.	No mention of linting standards for code.
2	inputs/yaml/nanotoxicology.yaml	code_development:	20. Code Development	false		0:,1:	No mention of standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.
2	inputs/yaml/nature.yaml	rdp_exist:	1. Existence of research data policy	false		0:,1:	Research Data Policy (RDP) exists.	Research Data Policy (RDP) exists.
2	inputs/yaml/nature.yaml	data_sharing:	3. Data sharing requirements in RDP	true	0	0:,1:	Public data sharing required only for specific types of data.	Data sharing encouraged but optional.
2	inputs/yaml/nature.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:,1:	Public data sharing on a FAIR repository required only for specific types of data (e.g. genetic data has to be shared on a FAIR repository but no other data).	Public data sharing on a FAIR repository required only for specific types of data (e.g. genetic data has to be shared on a FAIR repository but no other data).
2	inputs/yaml/nature.yaml	data_availability:	2. Data availability statement	false		0:,1:	Required according to the RDP.	Required according to the RDP.
2	inputs/yaml/nature.yaml	data_citability:	5. Citability and findability of data 	false		0:,1:	DOIs or other persistent identifiers recommended for datasets or codes.	DOIs or other persistent identifiers recommended for datasets or codes.
2	inputs/yaml/nature.yaml	data_timing:	7. Timing of data release	true	0	0:,1:	Required data must be available prior to official publication.	Timing of data availability not adressed in RDP.
2	inputs/yaml/nature.yaml	data_sharing_method:	8. Recommended data sharing method	false		0:,1:	Public online repositories recommended in RDP.	Public online repositories recommended in RDP.
2	inputs/yaml/nature.yaml	data_licenses:	9. Recommended/required licenses	false		0:,1:	Explicit mention of a certain license/license type in RDP.	Explicit mention of a certain license/license type in RDP.
2	inputs/yaml/nature.yaml	data_referee:	10. Referee guidelines concerning research data	true	0	0:,1:	Additional data or code referee (referee that solely confirms that code and data are shared following the RDP).	Data sharing policy not mentioned in refereeing guidelines.
2	inputs/yaml/nature.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false	0	0:,1:	.nan	.nan
2	inputs/yaml/nature.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false	0	0:,1:	DNA sequence data; RNA sequence data; Genome assembly data; Protein sequence data; Proteomics data; Genetic variation data; Functional genomics data; Macromolecular structure data; Gene expression data; Crystallographic data for small molecules	Protein sequences; DNA and RNA sequences; DNA and RNA sequencing data; Genetic polymorphisms; Linked genotype and phenotype data; Macromolecular structure; Gene expression data (must be MIAME compliant); Crystallographic data for small molecules; Proteomics data; Earth, space & environmental sciences
2	inputs/yaml/nature.yaml	code_required:	13. Code sharing requirements	true	1	0:,1:	Code sharing encouraged but optional.	Code sharing required.
2	inputs/yaml/nature.yaml	code_reproducibility:	14. Code Reproducibility	false		0:,1:	No mention of dependencies for research code.	No mention of dependencies for research code.
2	inputs/yaml/nature.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:,1:	Journal policies encourage/recommend a persistent identifier or specifying a version of developed code.	Journal policies encourage/recommend a persistent identifier or specifying a version of developed code.
2	inputs/yaml/nature.yaml	code_quality:	16. Code Quality Standards	true	0	0:,1:	The journal policies require code of articles to fulfill certain standards.	The journal policies do not mention any code quality standards.
2	inputs/yaml/nature.yaml	code_autotest:	17. Automatic Testing	false		0:,1:	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.
2	inputs/yaml/nature.yaml	code_docs:	18. Code Documentation	true	0	0:,1:	The journal policies encourage/recommend standards for code documentation.	No mention of standards for code documentation.
2	inputs/yaml/nature.yaml	code_linting:	19. Linting Standards	false		0:,1:	No mention of linting standards for code.	No mention of linting standards for code.
2	inputs/yaml/nature.yaml	code_development:	20. Code Development	false		0:,1:	No mention of standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.
1	inputs/yaml/nature_communications.yaml	rdp_exist:	1. Existence of research data policy	false		0:	Research Data Policy (RDP) exists.
1	inputs/yaml/nature_communications.yaml	data_sharing:	3. Data sharing requirements in RDP	false		0:	Public data sharing required only for specific types of data.
1	inputs/yaml/nature_communications.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:	Public data sharing on a FAIR repository required only for specific types of data (e.g. genetic data has to be shared on a FAIR repository but no other data).
1	inputs/yaml/nature_communications.yaml	data_availability:	2. Data availability statement	false		0:	Required according to the RDP.
1	inputs/yaml/nature_communications.yaml	data_citability:	5. Citability and findability of data 	false		0:	DOIs or other persistent identifiers recommended for datasets or codes.
1	inputs/yaml/nature_communications.yaml	data_timing:	7. Timing of data release	false		0:	Required data must be available prior to official publication.
1	inputs/yaml/nature_communications.yaml	data_sharing_method:	8. Recommended data sharing method	false		0:	Public online repositories recommended in RDP.
1	inputs/yaml/nature_communications.yaml	data_licenses:	9. Recommended/required licenses	false		0:	Explicit mention of a certain license/license type in RDP.
1	inputs/yaml/nature_communications.yaml	data_referee:	10. Referee guidelines concerning research data	false		0:	Additional data or code referee (referee that solely confirms that code and data are shared following the RDP).
1	inputs/yaml/nature_communications.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:	.nan
1	inputs/yaml/nature_communications.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false		0:	DNA sequence data; RNA sequence data; Genome assembly data; Protein sequence data; Proteomics data; Genetic variation data; Functional genomics data; Macromolecular structure data; Gene expression data; Crystallographic data for small molecules
1	inputs/yaml/nature_communications.yaml	code_required:	13. Code sharing requirements	false		0:	Code sharing encouraged but optional.
1	inputs/yaml/nature_communications.yaml	code_reproducibility:	14. Code Reproducibility	false		0:	No mention of dependencies for research code.
1	inputs/yaml/nature_communications.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:	Journal policies encourage/recommend a persistent identifier or specifying a version of developed code.
